அகராதி|அகராதிக்கு|அகராதியின்|அகராதிகளில்|அகராதிகள்|அகராதியால்|அகராதிகளை|அகராதிகளுக்கு|அகராதியுடன்|அகராதியே|அகராதியோடு|அகராதியுடைய|அகராதிகளோடு|அகராதிக்காக|அகராதியிலிருந்து|அகராதியில்|அகராதிகளுடைய|akarāti|அகராதிகளின்|அகராதியிடம்|அகராதிகளிடம்|அகராதிகளுடன்|அகராதிகளால்|அகராதிகளே|அகராதிகளிலிருந்து|அகராதிகளுக்காக|அகராதியை	<i>noun</i><br><ol><li>dictionary</li></ol>
அகரு|akaru	<i>noun</i><br><ol><li>eaglewood, Aquilaria agallocha</li></ol>
அகற்சி|akaṟci	<i>noun</i><br><ol><li>breadth</li><li>ascetic life</li><li>A separation</li></ol>
அகற்று|அகற்றாத|அகற்றுகிற|அகற்றினார்கள்|அகற்றாதே|அகற்றலாம்|அகற்றினார்|அகற்றினது|அகற்றுபவள்|அகற்றமாட்டாள்|அகற்றாதவை|அகற்றுகிறாள்|அகற்றினாய்|அகற்றினால்|அகற்றுகிறார்|அகற்றினான்|அகற்றாதவர்கள்|அகற்றுகிறது|அகற்றுகிறோம்|அகற்றினோம்|அகற்றாதது|அகற்றினேன்|அகற்றுவான்|அகற்றுபவர்கள்|அகற்றினன|அகற்றுவீர்கள்|அகற்றுகிறாய்|அகற்றுங்கள்|அகற்றின|akaṟṟu|அகற்றாதீர்கள்|அகற்றுவார்|அகற்றாதவள்|அகற்றுகிறவை|அகற்றுகிறவள்|அகற்றாமல் இருக்கலாம்|அகற்றமாட்டேன்|அகற்றுபவர்|அகற்றினவை|அகற்றுகிறவர்கள்|அகற்றல்|அகற்றுவன|அகற்றமாட்டான்|அகற்றட்டும்|அகற்றுகிறேன்|அகற்றுகின்றன|அகற்றுகிறார்கள்|அகற்றுபவன்|அகற்றவில்லை|அகற்றாவிட்டால்|அகற்றினவர்|அகற்றமாட்டோம்|அகற்றினவன்|அகற்றினவள்|அகற்ற|அகற்றாது|அகற்றினாள்|அகற்றமாட்டாய்|அகற்றாத்தால்|அகற்றா|அகற்றாமல்|அகற்றுபவை|அகற்றுவாள்|அகற்றும்|அகற்றுவோம்|அகற்றுவாய்|அகற்றி|அகற்றினவர்கள்|அகற்றாமல் இருக்கட்டும்|அகற்றாமல் இருக்க|அகற்றுதல்|அகற்றுவேன்|அகற்றுவது|அகற்றுகிறவர்|அகற்றுகிறீர்கள்|அகற்றமாட்டார்கள்|அகற்றாதவர்|அகற்றுவார்கள்|அகற்றாதவன்|அகற்றினீர்கள்|அகற்றமாட்டீர்கள்|அகற்றுவதால்|அகற்றுகிறவன்|அகற்றமாட்டார்|அகற்றுகிறான்	<i>verb</i><br><ol><li>(transitive) to remove, expel, banish</li><li>to widen, broaden, extend</li></ol>
அகலம்|akalam	<i>noun</i><br><ol><li>width</li><li>extent, expanse</li><li>earth</li><li>sky</li><li>breast, chest</li><li>greatness</li></ol>
அகல்|அகல்கிறவர்கள்|அகன்றன|அகன்றேன்|அகன்றால்|அகல்வார்கள்|அகன்றல்|அகல்வோம்|அகலாதீர்கள்|அகல்பவர்|அகலாதவை|அகலமாட்டேன்|அகலாதவள்|அகலாதவர்கள்|அகல்கிறேன்|அகலாமல் இருக்கட்டும்|அகன்றவள்|அகல்கிறான்|அகலாதது|அகன்றவை|அகல்வான்|அகல்கிறாள்|அகல்கிறோம்|அகலட்டும்|அகன்றார்|அகல்வதால்|அகல்வேன்|அகலவில்லை|அகலாதவர்|அகலாதவன்|அகல்வீர்கள்|அகல்கிறவன்|அகன்றாய்|அகலும்|அகன்ற|அகலா|அகலுங்கள்|அகல்கிறாய்|அகலமாட்டாள்|அகலமாட்டோம்|அகன்றான்|அகல்கிறவர்|அகல்வாள்|அகல்வன|அகன்றீர்கள்|அகல்கிறார்கள்|அகல்வாய்|அகலாமல் இருக்கலாம்|அகல்கிறவள்|அகல|அகல்கின்றன|அகல்கிறவை|அகல்பவன்|அகல்கிறது|அகலமாட்டீர்கள்|அகலமாட்டார்|அகல்பவை|அகலாத்தால்|அகலாதே|அகல்வது|அகல்பவர்கள்|அகன்றவர்கள்|akal|அகல்வார்|அகன்றது|அகன்றவன்|அகன்றார்கள்|அகன்று|அகலாத|அகலாமல் இருக்க|அகலமாட்டாய்|அகலமாட்டார்கள்|அகல்பவள்|அகல்கிற|அகன்றவர்|அகலாது|அகலாமல்|அகலமாட்டான்|அகலல்|அகலலாம்|அகல்கிறீர்கள்|அகலாவிட்டால்|அகன்றாள்|அகல்கிறார்|அகன்றோம்	<i>verb</i><br><ol><li>(intransitive) to leave, vanish</li><li>to separate, part</li><li>to pass beyond, cross, leap over</li><li>to increase, grow, develop, progress</li><li>to spread, widen, extend</li></ol>
அகழி|akaḻi	<i>noun</i><br><ol><li>moat</li></ol>
அகழ்|அகழமாட்டான்|அகழ்வாய்|அகழ்தல்|அகழாத்தால்|அகழமாட்டீர்கள்|அகழ்கிறேன்|அகழ்ந்தன|அகழ்கிறவை|அகழ்ந்தார்கள்|அகழாமல் இருக்கட்டும்|அகழாமல் இருக்கலாம்|அகழாதே|அகழமாட்டோம்|அகழ்கிறவர்கள்|அகழாமல்|அகழ்கிறோம்|அகழ்கிறவர்|அகழலாம்|அகழ்ந்த|அகழ்வது|அகழ்வோம்|அகழ்கிறாள்|அகழாத|அகழ்பவை|அகழமாட்டாள்|அகழல்|அகழ்கிறார்கள்|அகழ்வேன்|அகழுங்கள்|அகழ்ந்தவர்கள்|அகழ்ந்தார்|அகழவில்லை|அகழ்வான்|அகழமாட்டார்கள்|அகழ்கிறது|அகழமாட்டாய்|அகழ்பவர்|அகழமாட்டார்|அகழ்ந்து|அகழ்ந்தேன்|அகழாதவன்|அகழாது|அகழ்வார்கள்|அகழாதவை|அகழ்பவள்|அகழாமல் இருக்க|அகழ்வன|அகழ|அகழ்ந்தால்|அகழ்கிறார்|அகழும்|அகழ்ந்தீர்கள்|அகழாதவள்|அகழ்கிறாய்|அகழ்கிறீர்கள்|அகழாதவர்|akaḻ|அகழ்பவர்கள்|அகழாதது|அகழ்ந்தாய்|அகழ்வார்|அகழ்வதால்|அகழாதீர்கள்|அகழ்கிற|அகழ்ந்தவர்|அகழ்ந்தது|அகழ்கிறான்|அகழ்கின்றன|அகழா|அகழ்கிறவள்|அகழ்ந்தவன்|அகழட்டும்|அகழ்ந்தோம்|அகழ்பவன்|அகழ்கிறவன்|அகழாவிட்டால்|அகழ்ந்தான்|அகழ்ந்தவை|அகழமாட்டேன்|அகழ்ந்தவள்|அகழாதவர்கள்|அகழ்வாள்|அகழ்வீர்கள்|அகழ்ந்தாள்	<i>verb</i><br><ol><li>(transitive) to dig out, excavate</li><li>to pluck out (as an eye)</li><li>to uproot</li></ol>
அகவன்மகள்|akavaṉmakaḷ	<i>noun</i><br><ol><li>Female bard of the Pāṇar caste</li></ol>
அகவை|akavai	<i>noun</i><br><ol><li>age</li><li>referring to certain age limit.</li></ol>
அகிபுசம்|akipucam	<i>noun</i><br><ol><li>Brahminy kite, Haliastur indus</li></ol>
அகிலம்|அகிலத்துக்காக|அகிலத்துக்கு|அகிலத்தால்|அகிலங்களுக்காக|அகிலத்திலிருந்து|அகிலங்களிடம்|அகிலமே|akilam|அகிலத்துடன்|அகிலங்களால்|அகிலங்கள்|அகிலத்தோடு|அகிலங்களே|அகிலத்தை|அகிலங்களிலிருந்து|அகிலங்களின்|அகிலங்களோடு|அகிலங்களை|அகிலங்களுடைய|அகிலங்களில்|அகிலத்துடைய|அகிலத்தின்|அகிலத்திடம்|அகிலங்களுக்கு|அகிலங்களுடன்|அகிலத்தில்	<i>noun</i><br><ol><li>world, earth</li><li>universe</li></ol>
அகை|akai	<i>verb</i><br><ol><li>(intransitive) to flourish</li><li>to sprout</li><li>to burn</li><li>to suffer</li><li>to delay</li><li>to be crumpled, broken</li><li>(intransitive) to sprout</li><li>to rise</li><li>(transitive) to trouble, oppress</li><li>to drive, cause to go, send forth</li><li>to beat</li><li>to break</li></ol>
அக்கச்சி|akkacci	<i>noun</i><br><ol><li>elder sister</li></ol>
அக்களிப்பு|அக்களிப்பிடம்|அக்களிப்பின்|அக்களிப்பிலிருந்து|அக்களிப்போடு|அக்களிப்புக்காக|அக்களிப்பை|அக்களிப்பில்|அக்களிப்புடன்|அக்களிப்புடைய|அக்களிப்பால்|akkaḷippu|அக்களிப்பே|அக்களிப்புக்கு	<i>noun</i><br><ol><li>exultation, joy, happiness</li></ol>
அக்கா|akkā	<i>noun</i><br><ol><li>elder sister</li></ol>
அக்காமார்|akkāmār	<i>noun</i><br><ol><li>elder sisters</li></ol>
அக்காள்|akkāḷ	<i>noun</i><br><ol><li>the elder sister</li></ol>
அக்கி|akki	<i>noun</i><br><ol><li>fire</li><li>(Hinduism) Agni, the god of fire</li><li>heat</li><li>herpes</li><li>erysipelas</li></ol>
அக்கினி|akkiṉi	<i>noun</i><br><ol><li>fire</li><li>Agni</li><li>sacrificial fire</li><li>digestive fire</li></ol>
அக்கினிகர்ப்பம்|akkiṉikarppam	<i>noun</i><br><ol><li>sunstone</li><li>spark</li></ol>
அக்கினிகுண்டம்|akkiṉikuṇṭam	<i>noun</i><br><ol><li>enclosed pit for sacred fire, firepit</li></ol>
அக்கினிகோத்திரம்|akkiṉikōttiram	<i>noun</i><br><ol><li>(Hinduism) sacrifice to Agni and certain other deities performed daily, morning and evening</li></ol>
அக்கினிச்சுவாலை|akkiṉiccuvālai	<i>noun</i><br><ol><li>flame of fire</li></ol>
அக்கினித்தம்பம்|akkiṉittampam	<i>noun</i><br><ol><li>pillar of fire</li></ol>
அக்கினியாஸ்திரம்|akkiṉiyāstiram	<i>noun</i><br><ol><li>a fiery weapon</li></ol>
அக்கிரமம்|akkiramam	<i>noun</i><br><ol><li>irregularity</li><li>injustice</li></ol>
அக்கு|akku	<i>noun</i><br><ol><li>hump (of ox or camel).</li><li>bone.</li><li>strychnine tree.</li><li>agarwood.</li><li>sandpaper tree.</li><li>(Hinduism) rudraksha; prayer beads.</li><li>chank bead or ring.</li><li>eye.</li><li>(colloquial) the letter ஃ.</li><li>claim; right.</li></ol><br><i>particle</i><br><ol><li>a euphonic augment.</li></ol>
அக்குள்|akkuḷ	<i>noun</i><br><ol><li>(anatomy) armpit</li></ol>
அக்கை|akkai	<i>noun</i><br><ol><li>elder sister</li></ol>
அக்கைச்சி|akkaicci	<i>noun</i><br><ol><li>elder sister</li></ol>
அக்டோபர்|akṭōpar	<i>noun</i><br><ol><li>October (tenth month in Gregorian calendar)</li></ol>
அங்கக|aṅkaka	<i>adj</i><br><ol><li>organic</li></ol>
அங்கண்|aṅkaṇ	<i>noun</i><br><ol><li>there</li></ol>
அங்கதம்|aṅkatam	<i>noun</i><br><ol><li>serpent</li><li>abuse</li><li>falsehood</li></ol>
அங்கன்வாடி|அங்கன்வாடியை|அங்கன்வாடியிலிருந்து|அங்கன்வாடியால்|அங்கன்வாடிகள்|அங்கன்வாடிகளின்|அங்கன்வாடியே|அங்கன்வாடிகளுக்கு|அங்கன்வாடிகளில்|அங்கன்வாடிகளுக்காக|அங்கன்வாடிகளிலிருந்து|அங்கன்வாடிகளே|அங்கன்வாடிகளுடன்|அங்கன்வாடியின்|அங்கன்வாடிகளை|அங்கன்வாடிகளால்|அங்கன்வாடியுடைய|அங்கன்வாடிக்கு|அங்கன்வாடியுடன்|அங்கன்வாடியில்|அங்கன்வாடியிடம்|அங்கன்வாடியோடு|அங்கன்வாடிகளோடு|அங்கன்வாடிகளிடம்|அங்கன்வாடிகளுடைய|aṅkaṉvāṭi|அங்கன்வாடிக்காக	<i>noun</i><br><ol><li>daycare, preschool</li></ol>
அங்கம்|aṅkam	<i>noun</i><br><ol><li>body</li><li>part</li><li>member</li></ol>
அங்காடி|அங்காடியே|அங்காடிகளோடு|அங்காடியோடு|அங்காடியிடம்|அங்காடிகளில்|அங்காடிக்கு|அங்காடிகளால்|அங்காடிகளிலிருந்து|அங்காடிகளுடைய|அங்காடிகளுக்காக|அங்காடியுடைய|அங்காடியில்|அங்காடியை|அங்காடியுடன்|அங்காடிகளிடம்|அங்காடிகளே|அங்காடிகளுடன்|aṅkāṭi|அங்காடிகளை|அங்காடிகளுக்கு|அங்காடியிலிருந்து|அங்காடிக்காக|அங்காடிகளின்|அங்காடிகள்|அங்காடியின்|அங்காடியால்	<i>noun</i><br><ol><li>bazaar, market (commonly in the day time)</li></ol>
அங்காலே|aṅkālē	<i>adv</i><br><ol><li>there</li></ol>
அங்கிட்டு|aṅkiṭṭu	<i>adv</i><br><ol><li>there, yonder</li></ol>
அங்கு|aṅku	<i>adv</i><br><ol><li>there</li></ol>
அங்குத்தை|aṅkuttai	<i>noun</i><br><ol><li>that place</li><li>your worthiness, used as a term of respect, term corresponding to தாங்கள் (tāṅkaḷ).</li></ol>
அங்குலி|aṅkuli	<i>noun</i><br><ol><li>finger, toe</li></ol>
அங்கே|aṅkē	<i>adv</i><br><ol><li>there</li></ol>
அங்கோடிங்கோடு|aṅkōṭiṅkōṭu	<i>adv</i><br><ol><li>here and there</li></ol>
அங்ஙனம்|aṅṅaṉam	<i>adv</i><br><ol><li>there</li><li>in that manner</li></ol>
அசமந்தம்|acamantam	<i>noun</i><br><ol><li>indolence, sloth</li><li>irrelevance</li></ol>
அசர்|அசராமல்|அசர்கின்றன|அசர்பவை|அசர்கிறவன்|அசராது|அசராதீர்கள்|அசர்வான்|அசர்வார்|அசர்கிறாள்|அசர்ந்தவை|அசரமாட்டார்|அசரட்டும்|அசர்வதால்|அசரமாட்டோம்|அசர்கிறீர்கள்|அசரல்|அசர்வாள்|அசர்வார்கள்|அசராமல் இருக்க|அசர்ந்தவள்|அசர்ந்தன|அசரமாட்டான்|அசர்பவர்கள்|அசருங்கள்|அசர்ந்தது|அசராதே|அசர்ந்தீர்கள்|அசரமாட்டீர்கள்|அசராதவள்|அசர்கிறது|அசராமல் இருக்கட்டும்|அசராதவை|அசராதது|அசர்கிறவர்|அசர்ந்தால்|அசர்வேன்|அசர்பவர்|அசரும்|அசர்கிறவள்|அசர்தல்|அசராதவர்|அசராத|அசர்வீர்கள்|அசரமாட்டேன்|அசர்ந்தவர்|அசர்ந்தவன்|அசரமாட்டாய்|அசர்கிறான்|அசர்வோம்|அசராதவன்|அசர்கிறாய்|அசர|அசரமாட்டார்கள்|அசர்வன|அசர்கிற|அசர்ந்தார்கள்|அசர்ந்தாய்|அசராத்தால்|அசர்ந்தோம்|அசர்ந்தாள்|அசர்ந்தான்|அசர்கிறவர்கள்|அசர்பவள்|அசர்கிறோம்|acar|அசரா|அசர்பவன்|அசராதவர்கள்|அசர்ந்து|அசர்ந்தேன்|அசரமாட்டாள்|அசர்கிறார்கள்|அசராவிட்டால்|அசர்ந்த|அசரவில்லை|அசர்கிறார்|அசர்வது|அசர்கிறவை|அசர்ந்தவர்கள்|அசராமல் இருக்கலாம்|அசரலாம்|அசர்ந்தார்|அசர்வாய்|அசர்கிறேன்	<i>verb</i><br><ol><li>(intransitive) to become faint, drowsy</li><li>to be impressed</li><li>to become awestruck</li></ol>
அசர்த்து|acarttu	<i>verb</i><br><ol><li>to cause to be drowsy or sluggish</li></ol>
அசாம்|acām	<i>name</i><br><ol><li>(Geography) Assam</li></ol>
அசிங்கம்|அசிங்கங்களுடன்|அசிங்கத்திலிருந்து|அசிங்கத்தில்|அசிங்கத்திடம்|அசிங்கத்தோடு|அசிங்கங்களுக்கு|அசிங்கங்களால்|அசிங்கத்தின்|அசிங்கங்களுக்காக|அசிங்கத்தால்|அசிங்கங்களோடு|அசிங்கத்துக்காக|அசிங்கங்களே|அசிங்கங்களிடம்|அசிங்கங்களின்|அசிங்கங்களுடைய|அசிங்கத்துடன்|அசிங்கங்களிலிருந்து|அசிங்கங்களை|அசிங்கங்கள்|அசிங்கத்தை|அசிங்கங்களில்|அசிங்கத்துடைய|aciṅkam|அசிங்கத்துக்கு|அசிங்கமே	<i>noun</i><br><ol><li>shame, obscenity</li><li>ugliness, uncouthness</li><li>disgust</li><li>filth, feces, excrement</li></ol>
அசும்பு|acumpu	<i>verb</i><br><ol><li>(intransitive) to flow</li><li>to spread, be diffused</li></ol>
அசை|அசையுங்கள்|அசைந்தார்|அசையாமல் இருக்கட்டும்|அசைகிறவள்|அசைத்தீர்கள்|அசையாதவள்|அசைந்த|அசைத்தாய்|அசைகிறாய்|அசைக்கிறவன்|அசைப்பவை|அசையமாட்டார்|அசைக்க|அசைப்பாள்|அசைந்தவள்|அசைக்கும்|அசையும்|அசையாது|அசைந்தாள்|அசைகின்றன|அசைக்கிற|அசைந்தார்கள்|அசைகிறவை|அசைத்தவன்|அசைகிற|அசைக்கமாட்டோம்|அசைக்காமல் இருக்க|அசைவது|அசைந்தாய்|அசைகிறவர்|அசைக்கமாட்டீர்கள்|அசையாமல் இருக்கலாம்|அசைக்கிறார்|அசையாதவர்|அசைக்கலாம்|அசைப்பார்|அசைந்தோம்|அசைகிறவன்|அசைக்கிறார்கள்|அசைக்கிறீர்கள்|அசையமாட்டாள்|அசைக்காதீர்கள்|அசைவதால்|அசைந்தவர்கள்|அசைக்கமாட்டாள்|அசைப்பான்|அசைத்தாள்|அசைக்காதவர்|அசைப்பது|அசைத்தால்|அசைத்தல்|அசைவான்|அசைப்பதால்|அசைப்பவன்|அசைகிறீர்கள்|அசைக்காமல் இருக்கலாம்|அசைகிறார்|அசைக்கல்|அசைக்காவிட்டால்|அசையமாட்டார்கள்|அசைக்காத்தால்|அசைக்கிறது|அசைக்காத|அசைபவர்கள்|அசையமாட்டோம்|அசைக்கமாட்டார்|அசைக்கின்றன|அசைத்தார்கள்|அசைக்கிறவர்கள்|acai|அசைகிறேன்|அசைபவர்|அசைக்காதே|அசைப்பவள்|அசைபவள்|அசைக்கமாட்டான்|அசைவார்கள்|அசையாதது|அசைபவன்|அசையாமல்|அசையாதவர்கள்|அசைப்பவர்கள்|அசையமாட்டான்|அசைந்தவன்|அசைக்காதது|அசைகிறான்|அசைக்கமாட்டேன்|அசைபவை|அசைக்காதவன்|அசைவோம்|அசைந்தால்|அசைத்தோம்|அசைக்கட்டும்|அசைக்கிறவர்|அசையட்டும்|அசைப்போம்|அசையமாட்டேன்|அசையாதவை|அசைத்தவர்|அசைக்கிறோம்|அசையாதே|அசைந்தன|அசைவேன்|அசையாதவன்|அசையா|அசைக்கா|அசைத்தார்|அசைகிறோம்|அசையமாட்டீர்கள்|அசைந்தவர்|அசைக்கிறேன்|அசை|அசைத்தவள்|அசைக்கிறவை|அசைந்தேன்|அசையமாட்டாய்|அசையாமல் இருக்க|அசைந்தான்|அசைவீர்கள்|அசைத்த|அசைப்பேன்|அசைத்தது|அசைய|அசையலாம்|அசைத்தவை|அசையாத்தால்|அசையல்|அசைந்தவை|அசைவன|அசைதல்|அசைவாள்|அசையாதீர்கள்|அசைக்காமல் இருக்கட்டும்|அசைவாய்|அசைந்தது|அசைப்பீர்கள்|அசைப்பன|அசையாத|அசைக்கமாட்டார்கள்|அசைத்தான்|அசைக்கிறாள்|அசைந்து|அசைகிறார்கள்|அசைகிறது|அசைந்தீர்கள்|அசைகிறவர்கள்|அசைக்கிறாய்|அசைக்கிறவள்|அசைக்கமாட்டாய்|அசைக்காது|அசைப்பாய்|அசைத்தன|அசைக்காதவை|அசைத்தவர்கள்|அசைகிறாள்|அசையவில்லை|அசைக்கிறான்|அசைக்காதவர்கள்|அசைக்கவில்லை|அசைத்தேன்|அசையாவிட்டால்|அசைப்பவர்|அசைக்காதவள்|அசைக்காமல்|அசைத்து|அசைவார்|அசைப்பார்கள்	<i>verb</i><br><ol><li>(intransitive) to move, budge</li><li>(intransitive) to shake</li><li>(transitive) to move</li><li>(transitive) to shake</li></ol>
அசைவம்|அசைவத்துக்கு|acaivam|அசைவமே|அசைவத்தால்|அசைவத்தோடு|அசைவத்தை|அசைவத்துடைய|அசைவத்தில்|அசைவத்துடன்|அசைவத்திலிருந்து|அசைவத்தின்|அசைவத்திடம்|அசைவத்துக்காக	<i>noun</i><br><ol><li>non-veg (food)</li></ol>
அச்சன்|accaṉ	<i>noun</i><br><ol><li>father</li></ol>
